True_Equation,Predict_Equation,MSE,R^2,Relative Error
(x_1-cos(x_1+2*x_2-3.838))**2,(x_1 + cos(1.00000000188302*x_1 + 2*x_2 - 0.696407369671312))**2,4.15E-11,1,2.08E-07
(x_1-cos(-1.444*x_1+2*x_2+1.426))**2,(x_1 + cos(1.44399999688436*x_1 - 2*x_2 + 1.71559276664816) + 9.16802975406906e-8)**2,7.98E-11,1,2.43E-07
(x_1-cos(x_1+2*x_2))**2,(x_1 - cos(1.00000000439936*x_1 + 2*x_2 + 6.32234343270591e-8))**2,3.10E-11,1,3.63E-07
1.666681*(0.774593338497289*x_1-0.774593338497289*cos(1.227*x_1-2.164*x_2)+1)**2,1.93560710677382*(0.719026059525487*x_1 - 0.4385352478543*cos(1.23591160083659*x_1 - 2*x_2) + 1)**2,35.13875198,0.97095263,1.41488111
(0.831*x_1-cos(x_1+1.952*x_2))**2.792,(x_1 - cos(x_1 + 2*x_2))**2.55120076253942,154.1917267,0.987522185,90468.13281
(x_1-cos(x_1+2*x_2)+0.844)**2,1.00000000710458*(-x_1 + 0.99999999644771*cos(x_1 + 2*x_2 - 5.89022511839266e-8) - 0.843999958985654)**2,2.93E-11,1,2.38E-07
(x_1-cos(x_1+2*x_2))**2,(x_1 - cos(1.000000005908*x_1 + 2*x_2))**2,4.01E-11,1,2.33E-07
(x_1-cos(x_1+2*x_2))**2,(x_1 - cos(x_1 + 2*x_2 - 3.69150501100903e-8))**2,2.44E-11,1,2.02E-07
(x_1-cos(x_1+2.586*x_2-3.56868))**2,(x_1 - cos((-0.113686349325221*x_1 + x_2)*(x_1 + 0.116379797248443)))**2,62.12081146,0.949569881,0.717220664
-x_1**3+x_1**2,x_1*(-x_1**2 + x_1 + 0.0250762188758309) - 0.0250759379931408*x_1,1.22E-09,1,8.48E-06
x_1**(-0.804)-x_1**3,x_1**2*(1.00000040866361/x_1**2.80399978384087 - x_1),1.39E-09,1,2.51E-07
-x_1**3+x_1**2,x_1**2*(1 - x_1) - 8.74505019343719e-7*x_1,6.07E-10,1,9.10E-07
-x_1**3+x_1**2,(x_1 - 4.19925110103293e-7)*(-x_1**2 + 0.999999374670028*x_1),1.17E-09,1,3.21E-07
-x_1**3+1.926544*x_1**2,0.926536698376549*x_1 + (x_1 - 0.926544343799015)*(-x_1**2 + x_1 + 6.87058464993645e-6),9.15E-10,1,2.31E-06
-x_1**3+x_1**2,-0.368240587372999*x_1 + (x_1 + 0.286282541546662)*(-x_1**2 + 1.28628253247244*x_1),1.29E-09,1,3.31E-07
1.278*x_1**3+x_1**2,(1.27799988188984*x_1 + 0.999993467792498)*(x_1**2 + 5.2010106461389e-6*x_1),1.76E-09,1,5.83E-06
x_1**0.911-x_1**1.258,1.75031981001235*x_1 - 1.75101537041398*x_1**1.19551698763572,2.80E-06,0.999999762,0.007623934
-x_1**3+x_1**2,-0.744866987809527*x_1*(1.34252152253423*x_1**2 - 1.34252169985036*x_1),9.21E-10,1,1.46E-07
-0.365*x_1+x_2*(x_1+sin(x_2)**2)-0.336165,(x_2 - 0.367686006542106)*(x_1 - cos(x_2 + 0.00426913336223571)**2 + 1.00088793503309),0.041737624,0.999961078,0.171817958
-0.954*x_1+x_2*(x_1+sin(x_2)**2),-0.953999967888986*x_1 + x_2*(x_1 + sin(x_2)**2),4.00E-12,1,6.40E-08
-0.094*x_1+x_2*(x_1+sin(x_2)**2+1.836)+0.107442,#NAME?,3.349140406,0.997554183,0.354688376
x_1+x_2*(-0.51*x_1+sin(x_2)**2-0.86904)+1.413,x_1 + x_2*(-0.510000001549558*x_1 + sin(x_2)**2 - 0.869040017759511) + 1.41299983729614,2.56E-12,1,2.10E-07
x_1+x_2*(x_1+sin(x_2)**2),x_1 + x_2*(x_1 + sin(x_2)**2),3.94E-12,1,7.44E-08
x_1+x_2*(x_1+sin(x_2)**2)-1.542,x_1 + x_2*(x_1 + sin(x_2)**2) - 1.5419998935931,7.94E-12,1,1.36E-07
x_1+x_2*(-0.515*x_1+sin(x_2)**2)-1.164,x_1 + x_2*(-0.514999984995845*x_1 + sin(x_2)**2 + 2.52173461463464e-8) - 1.16400006644635,2.69E-12,1,1.94E-07
x_1+x_2*(x_1+sin(x_2)**2),x_1 + x_2*(x_1 + sin(x_2)**2) + 5.73622196131662e-8,3.59E-12,1,7.46E-08
x_1+x_2*(0.166*x_1+sin(x_2)**2),x_1 + x_2*(0.166000006819581*x_1 + sin(x_2)**2),8.67E-13,1,2.42E-07
0.066*x_1+x_2*(-0.652*x_1+sin(x_2)**2)+0.024618,0.0660000002220749*x_1 + x_2*(-0.651999993413555*x_1 + sin(x_2)**2) + 0.0246179038775903,1.94E-12,1,1.64E-07
6.148602368*(x_1-0.96)**4.948-x_2/x_1,1.85011511739511*(0.0858494230422826*x_1 - 1)**2*(x_1**6.03388679640405 - x_2),15464396,0.969473004,2.444339037
x_1**3-(x_2-1.779)/x_1,x_1**3 - (0.999999946208071*x_2 - 1.77900003366337*cos(0.00148919821147934*x_1))/x_1,1.48E-09,1,2.80E-07
1.073741824*(0.9765625*x_1-1)**3-x_2/x_1,1.07374176912437*(0.976562520719055*x_1 - 1)**3 - (x_2 + 3.63086540787506e-7)/x_1,3.40E-09,1,1.12E-07
x_1**3-(x_2-1.644)/x_1,(x_1 + 5.81616524091747e-8)**3 - (x_2 - 1.64399994369024)/x_1,1.19E-09,1,7.83E-08
x_1**3-x_2/(x_1+1.384),x_1**3 - x_2/(x_1 + 1.38400006200495),2.03E-09,1,9.76E-08
1.685159*x_1**3.569-(x_2+1.336)/x_1,1.68515992915506*x_1**3.56899976141746 - (x_2 + 1.33609561628533)/x_1,5.64E-08,1,1.55E-05
x_1**3-x_2/x_1,(0.00017920570408224*x_1**3 - x_2 + (x_1 - 4.47145960225218e-5)**4)/x_1,9.71E-10,1,8.04E-08
x_1**3-(x_2+1.644)/x_1,x_1**3 - (1.00000065499626*x_2 + 1.64400452825931*(1.85258305408781e-6*x_1 - 1)**2)/x_1,1.14E-09,1,2.76E-07
x_1**3-x_2/(x_1-0.585),x_1**3 - (0.999999246638397*x_2 - 1.15893193989296e-5*cos(0.913423239283627*x_2))/(x_1 - 0.585000170452667),1.52E-09,1,3.45E-07
exp(x_1)/sqrt(x_1*x_2),exp(x_1)/(x_1*x_2)**0.499999954652825,4.97E-09,1,1.90E-05
exp(x_1)/sqrt(x_1*x_2),(exp(x_1/2)/(x_1*x_2)**0.250000002864526)**1.99999997585328,5.30E-09,1,1.37E-05
exp(x_1)/sqrt(x_1*x_2),1.00000014190228*exp(x_1)/sqrt(x_1*x_2),1.68E-08,1,7.55E-06
0.130604187382587*exp(-1.116*x_1)/sqrt(x_1*x_2),0.130600613346295*exp(-1.11600302436914*x_1)/sqrt(x_1*x_2),2.90E-07,1,0.000459912
(x_1*x_2)**0.656*exp(-1.764*x_1),10299.3383758567*sqrt(x_1*x_2)*exp(-5.55412504539081*(-0.138640599573699*x_1 - 1)**2),66258192,0.828313887,9.766880989
exp(x_1)/(x_1*x_2)**2.157,(1.0000000803552*exp(x_1) + 1.35784654641125e-8)/(x_1*x_2)**2.15699994314397,1.20E-10,1,0.012186205
0.757575757575758*(x_1*x_2)**0.149*exp(x_1),0.757577493213998*(x_1*x_2)**0.148999420933736*exp(x_1),9.22E-07,1,3.18E-06
4.01606425702811*exp(x_1)/sqrt(x_1*x_2),4.01606412143223*exp(x_1)/(x_1*x_2)**0.499999941913201,1.50E-07,1,4.34E-06
exp(x_1)/sqrt(x_1*x_2),0.999999813284329*exp(x_1 + 1.63070095850385e-8*x_2)/sqrt(x_1*x_2),9.40E-09,1,8.53E-06
exp(x_1)/sqrt(x_1*x_2),(0.999999876516763 - 7.78920335347374e-9*x_2)*exp(x_1)/sqrt(x_1*x_2),5.96E-09,1,2.36E-05
(x_1-x_2)**3.486,(x_1 - x_2)**3.4860000046516,6.35E-07,1,2.52E-07
(x_1-x_2-0.257)**(-1.170312),Abs(-x_1 + 1.0047443778166*x_2 + 0.325746125347344)/(x_1 - x_2)**5.49102266988078,0.087116621,0.99391073,0.900775433
(x_1-0.711*x_2-0.253018)**2,(x_1 + 0.288999978342009*x_2 - (x_2 + 0.253017995383853)*cos(2.55332749109956e-5*x_1))**2,3.49E-11,1,1.99E-07
(x_1-x_2)**(-0.04),(x_1 - x_2)**(-0.0399999980353106),6.75E-16,1,7.91E-09
(x_1-x_2+0.382)**2,1.90992373120977*(0.723589056948611*x_1 - 0.723589052363778*x_2 - 0.723589052363778*cos(6.33679239684547e-6*x_1) + 1)**2,6.66E-11,1,1.86E-07
(x_1-x_2)**1.746,((x_1 - x_2)**1.41351335201047)**1.23522003170968,2.17E-11,1,8.45E-07
2.676496*(0.611246943765281*x_1-x_2+0.166)**2,2.67649593773771*(-0.611246950534831*x_1 + x_2 - 0.165999971859755)**2,3.52E-10,1,4.89E-06
(x_1-x_2)**2,x_1*(x_1 - x_2) + x_2*(-x_1 + x_2),3.44E-11,1,1.34E-07
1.7161*(0.763358778625954*x_1+x_2+0.713740458015267)**2,1.7160999450784*(-0.763358828687994*x_1 - x_2 - 0.713740539969969)**2,1.47E-10,1,3.77E-07
x_1*(1.842*x_2-2.337498+sin(1)),x_1*(1.8420000003643*x_2 - 1.49602709510924),7.63E-12,1,4.60E-08
x_1*(-x_2+sin(1)),#NAME?,3.56E-12,1,4.05E-08
x_1*(-x_2+1.934*sin(1)+3.70361),x_1*(-x_2 + tan(sin(1) + 3.39367840261178) + 3.39718032864351),6.22E-12,1,6.03E-08
(x_1+1.118)*(-x_2-1.687+sin(1)),#NAME?,5.06E-12,1,1.06E-07
x_1*(-x_2+sin(1)+1.315),x_1 + x_2*(-1.00000000873694*x_1 + 1.15647099344279*x_1/x_2),2.77E-12,1,1.17E-07
x_1*(-x_2+sin(1)),#NAME?,1.77E-12,1,3.10E-08
x_1*(-x_2-0.868*sin(1)),#NAME?,2.44E-12,1,4.73E-08
x_1*(-x_2+sin(1)),#NAME?,2.41E-12,1,4.54E-08
#NAME?,1.76500002729387*x_1*x_2 - 4.3639112514163*x_1,6.32E-12,1,3.10E-07
0.154*log(x_1),0.162520695700504*log(x_1**0.947571619797009) - 6.25287206014737e-9,2.04E-16,1,8.32E-08
#NAME?,#NAME?,1.47E-14,1,4.70E-08
#NAME?,log(0.702550799762927/x_1**1.50300006587801),1.84E-14,1,5.80E-08
log(x_1),(1.00000004076214 - 3.60119027301368e-8*exp(-0.810426656112657*x_1))*log(x_1),2.47E-15,1,3.40E-08
#NAME?,0.0244334536394313 - 1.73300002586423*log(-x_1 - 0.936000000790944),3.90E-14,1,8.37E-08
log(-1.609*x_1),log(-x_1) + 0.475612892697559,5.40E-15,1,2.28E-08
log(1.787*x_1-1.097218)-1.916,log(1.78700000000000012*x_1-1.097218000000000001)-1.916,(-3.619605143741278e+31+2.0200225859293612e+33j),1,1.99E+17
#NAME?,log(24.7375875389016/x_1**1.93800001127672),7.78E-15,1,2.43E-07
log(x_1)-0.89,log(0.507109593800246*x_1) - 0.210971839328976,3.10E-15,1,8.79E-08
log(-1.017*x_1)+1.364,log(-1.73516210417563*x_1) + 0.829756274201219,5.60E-15,1,1.87E-08
x_1+x_2*(x_1+x_2),0.99999995744974*x_1 + x_2*(x_1 + x_2 - 0.763221498918219) + 0.763221396072382*x_2,8.56E-12,1,1.14E-07
x_1+x_2*(-1.923*x_1+x_2),x_1 + x_2*(-1.92299998565499*x_1 + x_2 + 1.39787121161949) - 1.39787115795096*x_2,2.31E-11,1,8.82E-08
x_1+x_2*(x_1+x_2)+0.219,x_1 + x_2**2 + x_2*(x_1 + 8.11748397970655e-8) + 0.219000074438351,1.06E-11,1,9.84E-08
0.856*x_1+x_2*(1.197*x_1+x_2+0.760095),0.856000158985091*x_1 + x_2*(1.19699999185202*x_1 + x_2 + 0.760095134035868),1.49E-11,1,1.81E-07
0.902*x_1+x_2*(-0.79*x_1+x_2-1.43543),x_1 - 1.55948055933593*x_2 + (-0.790000003823329*x_1 + x_2)*(x_2 + 0.124050528766974),1.69E-11,1,2.48E-07
x_1+x_2*(x_1+x_2),x_1*(x_2 + 1.00000001414656) + x_2**2,1.29E-11,1,9.42E-08
#NAME?,#NAME?,1.47E-11,1,1.62E-07
x_1+x_2*(1.224*x_1+x_2),1.22399996962986*x_1*x_2 + x_1 + x_2**2,1.44E-11,1,1.14E-07
0.476*x_1+x_2*(x_1+x_2-1.793)+0.319396,0.476000120041097*x_1 + x_2*(x_1 + x_2 - 2.79299987041998) + x_2 + 0.319395805866493,2.56E-11,1,1.41E-07
x_1+x_2*(-1.969*x_1+x_2+1.480688)-1.643,x_1 + x_2*(-0.969000014450168*x_1 + x_2) - x_2*(x_1 - 1.480687869164) - 1.64299917113286,2.31E-11,1,1.60E-07
(-x_1+x_2-1.339)*sin(2*x_1+x_2),(-x_1 + x_2 - 1.33899969466954)*sin(2*x_1 + x_2 + 1.06079567395878e-7),3.95E-12,1,8.39E-07
(-x_1+x_2)*(sin(0.364*x_1-0.125*x_2)-0.085),(-x_1 + x_2 + 0.256773833853798)*sin(0.366084483741336*x_1 - 0.123122674116043*x_2),0.379527479,0.983856499,0.31989345
(-0.916*x_1+x_2+1.650632)*sin(2*x_1+x_2+0.327),(-0.915999969329563*x_1 + x_2 + 1.6506317905757)*cos(2*x_1 + x_2 - 1.24379627612299),3.33E-12,1,1.17E-06
(-x_1-0.209*x_2)*sin(0.272322*x_1+x_2),(x_1 + 0.208999961732681*x_2)*cos(0.272322005904043*x_1 + x_2 + 1.57079631639358),1.88E-12,1,1.05E-06
(-x_1+x_2)*sin(2*x_1+x_2),(-x_1 + x_2)*(sin(2*x_1 + x_2) - 4.15545741150325e-8),8.73E-12,1,1.29E-06
(-x_1+x_2)*sin(2*x_1+x_2+2.934),(-x_1 + x_2 - 5.40876872565202e-8)*cos(2.0000000183563*x_1 + x_2 + 1.36320367547552),4.06E-12,1,1.19E-06
(-x_1+x_2)*sin(2*x_1-1.731*x_2+2.357622),(-0.677083203174366*x_1 + x_2 + 1.26332769819796)*cos(2*x_1 - 1.68251458279977*x_2),21.4407196,0.315568507,2.803422928
(-x_1+x_2+0.874)*sin(2*x_1+x_2),(-x_1 + x_2 + 0.874000196242994)*sin(2*x_1 + x_2 - 1.2576765570085e-7),8.14E-12,1,2.89E-06
(-x_1+x_2)*sin(2*x_1+x_2+1.197),(-0.345018645736208*x_1 + 0.462606063522859*x_2)*sin(3.69663571940181*x_1*tan(x_1)),16.32365799,0.21344471,1.460930943
(-x_1+x_2)*sin(2*x_1+x_2+0.777),(1.00000011033802*x_1 - x_2)*sin(1.99999999632601*x_1 + x_2 - 2.36459261664086),1.09E-11,1,1.20E-06
sin(cos(x_1))/x_1,0.999999958522011*sin(cos(x_1))/x_1,1.47E-15,1,2.95E-07
sin(cos(x_1))/x_1,sin(cos(x_1))/x_1,2.74E-15,1,5.14E-07
sin(cos(x_1))/x_1,sin(cos(x_1))/x_1,1.57E-15,1,2.11E-07
#NAME?,#NAME?,6.48E-12,1,4.19E-06
#NAME?,#NAME?,1.53E-13,1,6.61E-07
sin(cos(x_1))/x_1,1.00000005810834*sin(sin(1.00000001142113*x_1 + 1.57079630943725))/x_1,1.57E-15,1,6.41E-07
sin(cos(0.819*x_1))/x_1,sin(cos(0.818999989128905*x_1))/x_1,9.86E-15,1,2.87E-06
sin(cos(x_1))/x_1,#NAME?,4.05E-15,1,5.49E-07
1.94931773879142*sin(cos(1.607*x_1))/(x_1+0.467),1.94809118836474*sin(cos(1.607351194819*x_1))/(x_1 + 0.466996623001838),7.35E-07,1,0.004382798
sin(cos(x_1))/x_1,sin(cos(x_1))/(x_1 - 8.09866727470603e-9),3.56E-16,1,2.75E-07
x_1+x_2+0.234+(1.209*x_1+cos(x_1))/x_1,x_1 + x_2 + 1.09790254702239 + (0.345097554640472*x_1 + cos(1.00000008682962*x_1))/x_1,1.79E-13,1,3.75E-07
x_1+x_2+(x_1+cos(x_1))/x_1,x_1 + x_2 + 2.94941430160852 - (1.9494142698311*x_1 - 1.00000004866189*cos(x_1) - 1.84728309871041e-8)/x_1,1.90E-13,1,7.86E-08
1.614*x_1+x_2+(x_1+cos(x_1))/x_1,1.61400000234564*x_1 + x_2 + 1.00000004437373 + cos(x_1 + 2.58884806301724e-7)/x_1,3.86E-13,1,9.64E-08
x_1+x_2+(x_1+cos(x_1))/x_1,x_1 + x_2 + 0.122675376834232 + (0.877324566895272*x_1 + cos(x_1) + 5.67855279508603e-9)/x_1,1.84E-13,1,1.15E-07
x_1+x_2+(x_1+cos(x_1))/x_1,x_1 + x_2 + 0.559392399029639 + (0.440607789759863*x_1 + cos(x_1))/x_1,2.17E-13,1,1.65E-07
x_1+x_2-0.215+(x_1+cos(x_1))/(x_1-0.538),x_1 + 0.999398471040397*x_2 - (-0.802286309663811*x_1 - 1.09962519906705*cos(x_1))/(x_1 - 0.540969713527874),0.002022853,0.999969721,0.019367
x_1+x_2+0.898472596585804*(x_1+cos(x_1)-0.095)/x_1,x_1 + x_2 + (x_1 + cos(x_1 + 0.532167124142554))/x_1,0.047065683,0.999264419,0.088147074
x_1+x_2+(x_1+cos(x_1))/x_1,x_1 + x_2 + 0.237459216041418 - (-0.76254078425317*x_1 - 0.999999981139922*cos(x_1) + 2.47806416497909e-8)/x_1,9.13E-14,1,9.80E-08
x_1+x_2+(x_1+cos(x_1))/x_1,x_1 + x_2 + (x_1 + cos(x_1))/x_1,3.08E-13,1,1.61E-07
x_1+x_2+(x_1+cos(0.86*x_1))/(x_1-1.555),x_1 + x_2 + (x_1 + cos(0.859989416896074*x_1))/(x_1 - 1.55500022247155),3.06E-10,1,9.46E-06
exp(x_1*log(x_1)),3.90597825783579e-5*exp(-x_1 + 33.3524223936584*x_1/(-sqrt(x_1) + x_1 + 4.00081832476266)),32616762,0.944810033,2.665389299
0.79*exp(1.567*x_1*log(x_1))+1.40699,51615.9356165097*sqrt(3.10120217655052e-7 + exp(-3697946.45185424/x_1**10.0382138701774)),10746478,0.981142402,1.931581378
exp(x_1*log(-1.658*x_1)),1.00000199620107*exp(x_1*(9.87232998393836e-6*x_1 + log(-1.6580192222007*x_1))),5.29E-13,1,inf
exp((x_1-1.405)*log(x_1)),6.46820683573471e-6*x_1**12.5130053734051*exp(-0.979640990504761*(0.353517281779958*x_1 - 1)**2),20772430,0.959017336,1.072088003
exp(x_1*log(x_1))+1.302,exp((7.40118147102096 - 0.270274273870967*x_1)*log(x_1)) - 2861.26433028347,23913828,0.955667973,230.3735962
exp(-1.711*x_1*log(1.721*x_1)),1.00473137059836/(-0.58905825904305*x_1 + 0.592931782077151*x_1**1.01197030167556 + 1)**241.644703721908,6.15E-09,0.99999994,inf
exp(x_1*log(x_1)),5.0506140444609e-5*exp(-x_1 + 32.8013124173264*x_1/(-sqrt(x_1) + x_1 + 3.93679282958835)),28378112,0.951051056,3.499123573
exp((x_1-1.393)*log(x_1))-0.431,exp((6.59173042689262 - 0.180073676569975*x_1)*log(x_1)) - 3949.58133003794,53763656,0.880209386,601.3134155
exp(-1.787*x_1*log(x_1)),exp(-1.78699920131208*x_1*log(x_1)),1.02E-14,1,inf
#NAME?,#NAME?,8.73E-16,1,1.62E-07
x_1**3-x_1+x_2-1.391,x_1**3 - 0.999999373656686*x_1 + x_2 - 1.39099531140468,1.03E-09,1,1.12E-06
-x_1+x_1**2.093+x_2,-x_1 + x_1**2.09299993320898 + x_2 + 5.68591267182832e-7*(-0.452367463420164*x_1 - 1)**2,2.18E-11,1,5.18E-07
-x_1+x_1**1.914-1.81*x_2,-0.999999220889542*x_1 + x_1**1.91399993791258 - 1.80999996754068*x_2,9.04E-12,1,1.95E-07
-x_1+x_1**1.795+x_2,-0.999999542577903*x_1 + x_1**1.79499996155755 + x_2,3.86E-12,1,2.10E-07
-x_1+x_2+4.758586568*(0.594530321046373*x_1-1)**3,-x_1 + 1.0000071616815*x_2 + 4.75858986411905*(0.594530162848482*x_1 - 1)**3,4.79E-09,1,2.35E-06
-0.172*x_1+x_1**3.734+x_2,-1.11830814253591e-6*x_1*x_2 - 0.171990910246313*x_1 + x_1**3.73399999067146 + x_2,2.48E-08,1,1.34E-06
-x_1+x_2+(x_1+0.413)**3,-x_1 + 2.21538316518711e-6*x_1/(x_2 - 0.618629714410591) + x_2 + (x_1 + 0.413000030591535)**3,1.34E-09,1,3.39E-07
-x_1+x_2+(x_1+0.86)**3,-x_1 + x_2 + 2.30508375399192e-6*(0.685692914404639*x_1 + 1)**2 + (x_1 + 0.859999605975503)**3 + 6.77562121996619e-7,1.12E-09,1,2.24E-07
-0.086350888*x_1**3-x_1+1.96*x_2,-0.0863508947867277*x_1**3 - x_1 + 1.95999991310398*x_2,2.96E-11,1,1.10E-07
x_1**(-2.103)-x_1-0.863*x_2+0.954,x_1**(-2.10300001581489) - x_1 - 0.862999998509329*x_2 + 0.953999984266587,7.40E-13,1,1.09E-06
x_1*(-2*x_1+x_2),-0.999999993106143*x_1**2 - 1.0000000052488*x_1*(x_1 - x_2),5.11E-11,1,1.21E-07
x_1*(-2*x_1+x_2),x_1*(-2*x_1 + x_2 + 0.276323360428232) - 0.276323532660716*x_1,3.77E-11,1,8.49E-08
(-2*x_1+x_2)*(x_1+1.937),(x_1 + 1.93700005573524)*(-2.00000000869404*x_1 + x_2 - 1.34443991102891e-7),3.69E-11,1,3.80E-07
0.231*(x_1-0.711)*(-2*x_1+x_2+2.738),(0.230999999775742*x_1 - 0.164241072681013)*(-2*x_1 + x_2 + 2.73799917217),3.23E-12,1,2.53E-07
1.483*x_1*(-2*x_1+x_2),(-2.9659999919912*x_1 + 1.48300000655152*x_2)*(x_1 + 7.84533988142772e-8),9.62E-11,1,6.05E-07
(x_1+1.873)*(2.142*x_1+x_2),(0.999999938868016*x_1 + 1.87299976561598)*(2.14200013741965*x_1 + x_2),5.90E-11,1,2.46E-07
x_1*(-2*x_1+x_2),x_1*(-1.99999999880977*x_1 + x_2 + 3.03254490408023e-8),2.68E-11,1,1.05E-07
#NAME?,(-0.0769460038361299*x_1 - 0.0790000025502045*x_2)*(x_1 + 0.463999992182381),1.10E-13,1,1.52E-07
(x_1+0.934)*(-2*x_1+x_2-3.17),#NAME?,4.43E-11,1,2.71E-07
x_1*(-2*x_1+x_2),-2*x_1**2 + x_1*x_2 + 1.0091469878371e-7*x_1 + 1.42348993848948e-7,4.39E-11,1,1.59E-07
x_2**2-cos(x_1),x_2**2 + cos(0.999999996980906*x_1 - 3.14159367924605),8.31E-12,1,4.91E-07
x_2**1.038-cos(1.756*x_1),sqrt(x_2)*Abs(cos(0.876159681572448*x_1 - 1.56258089555837)) + x_2 - 1.04161246304076,0.063514777,0.994125068,0.199191898
x_2**2-0.315*cos(x_1),x_2**2 - 0.315000983833906*cos(x_1 + 1.87128933578636e-6),8.56E-12,1,3.23E-07
x_2**2-cos(0.158*x_1),x_2**2 - cos(0.158000033324682*x_1),9.53E-12,1,1.86E-07
0.201216537143977*x_2**2-cos(1.818*x_1),0.201216530270581*x_2**2 + sin(1.81800001115456*x_1 - 1.57079635110155),4.10E-13,1,5.73E-07
2.06873771906441*x_2**2-cos(0.18*x_1),2.06873768391762*x_2**2 - sin(0.180000224790227*x_1 + 1.5707956342211),4.89E-11,1,1.35E-07
0.362404/x_2**0.798-cos(0.726*x_1),0.362403873119369/x_2**0.798000086440926 - cos(0.726000000663778*x_1),1.66E-14,1,2.30E-07
x_2**2-0.449*cos(x_1),x_2**2 - sin(0.000255376700394352*x_2*(-0.118209856859313*x_1 - x_2 - 0.695627131607999)**2),0.096589938,0.999888539,0.125222325
(x_2+0.54)**2-cos(x_1),(x_2 + 0.539999995915683)**2 + sin(x_1 - 1.57079556440387),7.89E-12,1,1.62E-06
cos(x_1*x_2*sqrt(log(x_1))),cos(x_2*(x_1 - 0.841259384082744)*sqrt(log(x_1 + 5.42076002799963))),0.006508739,0.987319171,0.223012835
cos(x_1*x_2*sqrt(log(x_1))),cos(x_2*(x_1 - 5.58789465511565e-8)*sqrt(log(x_1))),3.46E-12,1,8.50E-06
cos(x_1*(x_2+1.027)*sqrt(log(x_1))),cos((x_1 - 3.99394405034545e-9)*(x_2 + 1.02700005065148)*sqrt(log(x_1))),6.85E-12,1,4.85E-06
cos(x_1*x_2*sqrt(log(x_1))),cos(x_1*x_2*sqrt(log(x_1))),4.63E-12,1,1.01E-05
cos(x_1*x_2*sqrt(log(x_1))),cos(x_2*(x_1 - 4.02165985633247e-8)*sqrt(log(x_1))),4.85E-12,1,4.94E-06
cos(x_1*(x_2+0.052)*sqrt(log(x_1+0.533))),cos(x_2*(x_1 - 0.459230125756558)*sqrt(log(x_1 + 2.96761337611782))),0.098547585,0.798647821,1.824821949
x_1**(3/2)-x_2-1.933,x_1**(3/2) - x_2 - 1.93300008338558,6.68E-13,1,1.04E-07
x_1**(-0.457)-x_2,x_1**(-0.457000071372139) - 0.999999993932585*x_2,5.33E-14,1,8.73E-08
x_1**(3/2)-x_2,(x_1**1.49999999369619 - 1.00000001810171*x_2)/x_1**1.92672557358281e-9,1.20E-12,1,4.32E-08
x_1**0.7545-0.279*x_2,-0.279000005498224*x_2 + (x_1**(-4.21011364856293))**(-0.179211322448617),5.76E-14,1,8.65E-08
x_1**(3/2)-1.225*x_2,x_1**(3/2) - 1.22499999278175*x_2 + 7.20767268220482e-8*sqrt(x_1 + 0.770286885847998),9.84E-13,1,1.77E-07
x_1**(3/2)-x_2,1.00000001378944*x_1/sqrt(1/x_1) - x_2,1.03E-12,1,5.79E-08
x_1**(-0.861)-x_2+1.194,x_1**(-0.861000001593485) + 1.194000057945/x_1**1.6178279371529e-8 - x_2,7.56E-14,1,1.09E-07
x_1**(3/2)-x_2,x_1*(sqrt(x_1) - 0.999999991881603*x_2/x_1),9.65E-13,1,7.56E-08
x_1**(3/2)-x_2,x_1**(3/2) - x_2,6.02E-13,1,3.17E-08
#NAME?,2.00000010747192*x_1 + x_2 - (x_1 + 0.999999952892726)*(x_1 + x_2) - 1.4940000092393,9.54E-12,1,1.07E-07
#NAME?,x_1*(0.898000006432118*x_1 - x_2) - 1.7500000364932*x_1,9.29E-12,1,7.95E-08
x_1-(x_1+0.552)*(x_1+x_2-1.21),x_1 + 0.0735874412080462*x_2 - (x_1 + 0.625587374717479)*(x_1 + x_2 - 1.28358724111272) - 0.135076038646257,1.32E-11,1,8.44E-08
#NAME?,#NAME?,1.19E-11,1,9.47E-08
#NAME?,#NAME?,1.22E-11,1,1.10E-07
#NAME?,#NAME?,6.31E-12,1,1.24E-07
#NAME?,#NAME?,1.20E-11,1,1.53E-07
#NAME?,#NAME?,6.87E-12,1,1.37E-07
#NAME?,#NAME?,1.99E-11,1,3.06E-07
1.113*x_1-(x_1+1.158)*(x_1+x_2)-2.119152,2.94301135069274*x_1 - (x_1 + 1.15799998395502)*(x_1 + x_2 + 1.83001135441764),1.64E-11,1,1.24E-07
#NAME?,#NAME?,4.21E-12,1,1.70E-07
#NAME?,#NAME?,2.84E-11,1,1.05E-06
#NAME?,#NAME?,1.33E-07,1,0.000103109
-x_2+tan(1.31113244295326*x_1**1.0032),#NAME?,203.0022125,0.947065234,1.18482542
-x_2+tan(x_1**0.054),sqrt(x_1) - x_2 - 0.693707435564608*(x_1 + 0.424308433586539)**0.53383324495304 + 1.39542917280492,9.23E-08,1,4.72E-05
#NAME?,#NAME?,2.25E-11,1,5.92E-06
#NAME?,#NAME?,2.39E-11,1,4.24E-07
-x_2+tan(1.33775371283318*(0.588581518540318*x_1+1)**0.549),(-x_2 + (x_1 - 1.54224994739879)*(-x_2 + log(x_1 + 6.44532522339831)))/(x_1 - 0.567349567248349),5.70397377,0.938357651,2.485547304
